Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
ceb3facf-ca7f-b39d-7565-b2d48f7c7c69,1974-10-29,,999-67-7134,S99980760,X46053240X,Mr.,Britt177,Cliff504,Schimmel440,,,S,white,nonhispanic,M,Boston  Massachusetts  US,121 Labadie Trail Suite 57,Fall River,Massachusetts,Bristol County,25005,02721,41.6749644266133,-71.16847887608311,18202.76,228354.53,15225
17434806-0381-12be-b523-82770aa5f902,1968-04-07,,999-86-1790,S99916093,X29516635X,Mrs.,Digna973,Norine97,Jaskolski867,,Marks830,M,white,nonhispanic,F,Shrewsbury  Massachusetts  US,253 Feeney Lodge,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.97387597408815,-71.02544991981401,471678.54,391924.37,33847
987ade17-335c-0ee3-e718-9c9cfda8b4c2,1968-05-07,2022-11-05,999-17-1629,S99924578,X12087535X,Mr.,Buck819,Valentin929,Fay398,,,M,white,nonhispanic,M,Hancock  Massachusetts  US,107 Fadel Boulevard,Revere,Massachusetts,Suffolk County,25025,02151,42.46676246955913,-71.03634944919915,15576.48,769022.90,18327
2fcab3de-a9bf-e709-cd34-a275722affc7,1962-11-21,2018-12-27,999-60-3675,S99935673,X72218356X,Mrs.,Colby655,Margery365,Von197,,Goldner995,D,native,nonhispanic,F,Lowell  Massachusetts  US,252 Batz Parade,Newton,Massachusetts,Middlesex County,25017,02462,42.369552136371205,-71.24476174666073,898748.94,594131.84,39781
75883127-1f8f-5da7-d249-2d7cc194dabd,1977-05-01,,999-63-5472,S99952750,X615285X,Mr.,Wendell199,Sheldon401,Botsford977,,,S,white,nonhispanic,M,Boston  Massachusetts  US,748 Mayer Annex,Salem,Massachusetts,Essex County,25009,01970,42.51563494991537,-70.83393936132413,122512.12,11531.80,64534
6f3c742f-3f8c-f41a-ca59-5ea818b4ce4f,2008-02-14,,999-41-5765,S99962196,,Ms.,Caridad510,Juana825,Zamudio115,,,,white,hispanic,F,Marigot  Saint Andrew Parish  DM,588 Wyman Tunnel Suite 71,West Springfield,Massachusetts,Hampden County,25013,01089,42.09637765901751,-72.68800099508088,63878.74,8074.92,71676
672fa275-2ca4-2340-b8db-a2f428c203dd,1975-01-27,,999-14-1064,S99964516,X69071529X,Mr.,Wilmer32,Oscar384,Crona259,,,M,asian,nonhispanic,M,Burlington  Massachusetts  US,991 Doyle Trailer Unit 14,Boston,Massachusetts,Suffolk County,25025,02199,42.348838493567,-71.03597985525553,171255.32,94408.47,59186
b03f4c32-58c5-a820-a6c8-d5902687c041,1977-11-11,,999-69-5071,S99959666,X18612854X,Mrs.,Hsiu839,Marva153,Konopelski743,,Gaylord332,M,white,nonhispanic,F,Longmeadow  Massachusetts  US,788 Goyette Meadow,Easton,Massachusetts,Bristol County,,00000,42.07024800190939,-71.11779095008377,488060.23,108949.74,91858
58733c20-fe76-f26e-0d3d-aabcd551004b,1957-09-30,,999-89-8863,S99971495,X21157932X,Mr.,Willis868,Gilberto712,Kihn564,,,M,white,nonhispanic,M,Northbridge  Massachusetts  US,193 Predovic Road Suite 53,Pocasset,Massachusetts,Barnstable County,25001,02559,41.721615048393595,-70.58553959544953,143155.99,129941.36,102826
55280b4f-6242-731e-f93b-72287b6159e2,2017-11-17,,999-82-9899,,,,Beulah33,Gisele901,Grimes165,,,,white,nonhispanic,F,Boston  Massachusetts  US,1063 Bechtelar Grove,Hanover,Massachusetts,Plymouth County,,00000,42.15706366431587,-70.80857728075466,31436.94,6067.61,111347
a444e7e1-1246-7fd6-c29f-b7e525cbdc5a,1973-03-19,,999-79-9636,S99944462,X82975613X,Mr.,Aurelio227,Antonio44,Oberbrunner298,,,S,white,nonhispanic,M,Westport  Massachusetts  US,158 Stracke Wynd Unit 96,Boston,Massachusetts,Suffolk County,25025,02126,42.373371539152544,-71.09996714484595,9547.17,146163.77,22713
7221722b-8da9-b5ca-f56e-aab1fd90a2a7,2006-11-20,,999-68-2147,S99912276,,Ms.,Mary779,Flor713,Koepp521,,,,white,nonhispanic,F,Mansfield Center  Massachusetts  US,884 Pollich Branch Apt 62,Fall River,Massachusetts,Bristol County,25005,02720,41.688810965665084,-71.09907737223229,80772.81,20997.16,60360
5d85dc23-7de5-b9e6-15a6-0fdbdf53aab7,1989-07-22,,999-44-7028,S99944985,X80436527X,Mrs.,Parthenia862,Lavonda853,Kemmer137,,Turcotte120,D,white,nonhispanic,F,Boston  Massachusetts  US,621 Cummings Terrace Suite 38,Somerville,Massachusetts,Middlesex County,25017,02155,42.38432256184818,-71.12994078659581,11455.98,679068.45,18347
3e784cdb-c9a4-4103-7186-1a9fbfc9b6e4,1964-04-10,,999-26-1539,S99981120,X5659391X,Mrs.,Brigette230,Bao544,Bernier607,,Murphy561,M,white,nonhispanic,F,East Dennis  Massachusetts  US,787 McCullough Haven Apt 93,Mashpee Neck,Massachusetts,Barnstable County,,00000,41.61215766800895,-70.42460734481605,320328.71,513220.21,174016
106a4fc6-1299-0c20-8a8f-8da8006193ab,1990-09-12,,999-26-5466,S99997738,X23618009X,Ms.,Keturah238,Cortney940,Yundt842,,,S,white,nonhispanic,F,Sutton  Massachusetts  US,835 Ferry Well Apt 31,Raynham,Massachusetts,Bristol County,,00000,41.964309481039976,-71.03576608276455,194574.58,85538.89,145744
99b56393-3fde-7cf4-a832-ab48f6c90ba6,1968-05-07,,999-60-3541,S99988129,X63740711X,Mr.,Mauro926,August363,Bode78,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,421 Brekke Neck Apt 89,Revere,Massachusetts,Suffolk County,25025,02151,42.370891487556136,-71.01622100331457,13265.98,391437.49,18327
48dfa28e-fbb4-6867-1ff0-96651252e56e,1991-04-18,,999-98-3942,S99976760,X69255406X,Mrs.,Catalina187,Julia241,Sandoval902,MD,Adorno791,M,black,nonhispanic,F,Salisbury  Saint Joseph Parish  DM,264 Reinger Annex,Wilbraham,Massachusetts,Hampden County,25013,01095,42.17072131148344,-72.4224251456012,292312.72,708054.47,54511
b4161a36-f296-3039-f476-33dfd5b01dea,1969-02-15,,999-48-9532,S99940632,X87118624X,Mr.,Graig740,Coleman27,Gutkowski940,,,S,hawaiian,nonhispanic,M,Attleboro  Massachusetts  US,362 Ziemann Grove,Lowell,Massachusetts,Middlesex County,25017,01850,42.64414211855071,-71.25469217211874,42433.23,831874.58,82022
85f6c697-db7f-03bd-c5e9-b04c68aa8b6a,2002-08-05,,999-20-5423,S99991698,X16213855X,Ms.,Ashley34,Bobbye345,Thiel172,,,,white,nonhispanic,F,Great Barrington  Massachusetts  US,463 Funk Center Suite 34,Methuen,Massachusetts,Essex County,25009,01841,42.76327521616911,-71.19573201304225,75254.80,135981.46,28826
cf14ce8a-9b52-33b3-fe62-6048c8b649be,1962-11-21,,999-79-6268,S99984273,X69607741X,Mrs.,Raeann749,Remedios388,Braun514,,Erdman779,D,native,nonhispanic,F,Springfield  Massachusetts  US,316 Okuneva Village,Newton,Massachusetts,Middlesex County,25017,02468,42.34376724497797,-71.2035043890698,818597.23,618101.04,39781
50556dde-74cb-49ad-0858-580e163bcc47,2016-09-08,,999-28-8120,,,,Shila857,,Nolan344,,,,white,nonhispanic,F,Boston  Massachusetts  US,783 Glover View,Cambridge,Massachusetts,Middlesex County,25017,02142,42.33004324274744,-71.13683102698305,17459.96,25106.19,335487
9d33dfe1-d249-41cc-d2c0-aa50d9c07102,1945-08-24,,999-92-4676,S99938783,X8199239X,Ms.,Leila837,Verena947,Parker433,,,S,white,nonhispanic,F,Spencer  Massachusetts  US,375 Marks Parade,New Bedford,Massachusetts,Bristol County,25005,02745,41.649597833353,-70.91859377767399,191360.45,985781.52,24036
4d80a2e5-bcfc-aaf2-dea9-4ae58da7180a,2021-10-28,,999-41-4227,,,,Victoria535,,Ferrer164,,,,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,408 Schamberger Ranch Suite 2,Boston,Massachusetts,Suffolk County,25025,02113,42.35179865673518,-71.08887835279123,14019.84,0.00,191542
434ff4e2-b842-7e61-6b71-d324334bef77,1952-02-10,2025-08-15,999-46-9011,S99924123,X78029680X,Mr.,Dick869,Erik495,Hamill307,,,M,white,nonhispanic,M,Dracut  Massachusetts  US,884 Stiedemann Knoll Suite 14,Hanover,Massachusetts,Plymouth County,,00000,42.171197039342346,-70.84046576814767,130087.98,44257.95,108942
0d0eed86-6db1-f63b-baef-754b3f16dec8,2022-10-23,,999-99-8682,,,,Hans694,Dino214,Grady603,,,,white,nonhispanic,M,Saugus  Massachusetts  US,673 Schmidt Quay Unit 21,Cambridge,Massachusetts,Middlesex County,25017,02472,42.34538165517232,-71.07252220073038,9220.33,0.00,89675
dd88af36-f37e-7c61-0c1e-a66407b6b2bc,1995-03-17,,999-36-8156,S99987796,X44029625X,Mr.,Adam631,Dick869,Bayer639,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,926 Jones Track,Lawrence,Massachusetts,Essex County,25009,01843,42.75058187930496,-71.17728559331118,9359.73,638143.05,13831
f552deec-2c7a-7fc2-0b6e-fa9854e53bdc,2023-04-14,,999-64-8908,,,,Brady998,,Spencer878,,,,white,nonhispanic,M,Boston  Massachusetts  US,967 Herman Mews Unit 80,Wareham,Massachusetts,Plymouth County,,00000,41.71118084190851,-70.72628213008501,5421.00,4188.00,943310
f1d178f6-8387-1981-ad9f-075dc6b7c71e,2000-07-09,,999-90-6656,S99916436,X74874058X,Ms.,Emmy828,Reita211,Mann644,,,,black,nonhispanic,F,Tewksbury  Massachusetts  US,600 Orn Gardens,Boston,Massachusetts,Suffolk County,25017,02467,42.399905601529575,-71.0982772719467,107117.15,122697.92,147157
8099124a-e54b-0e77-dc5a-89e677cad74b,2010-04-01,,999-54-3198,S99997972,,,Freddie621,Ike571,Labadie908,,,,white,nonhispanic,M,Avon  Massachusetts  US,746 Wisoky Junction Apt 35,Douglas,Massachusetts,Worcester County,,00000,42.066423217745175,-71.70294280441809,49771.97,5097.43,147720
551932ba-8183-19e4-d4bd-2e3d81ddabea,1995-01-31,,999-34-5932,S99933667,X46628748X,Mr.,Maynard46,Rhett759,Wehner319,,,S,white,nonhispanic,M,Bedford  Massachusetts  US,1026 Osinski Trace,Revere,Massachusetts,Suffolk County,25025,02151,42.402395835511946,-71.03631217179375,91885.80,109135.22,26600
4070f600-f09d-9a82-f327-3c0896553f65,2009-06-19,,999-95-9223,S99966316,,,Jestine4,Lashawna733,Kovacek682,,,,white,nonhispanic,F,Wareham  Massachusetts  US,196 Bernier Dale Suite 54,Harvard,Massachusetts,Worcester County,,00000,42.547660873200016,-71.62558201372765,62875.93,580134.72,125981
64a0157b-15ba-da77-f75e-73c079255be9,1978-05-17,,999-69-3992,S99933277,X38940527X,Ms.,Fern75,Tatyana394,Doyle959,,,S,white,nonhispanic,F,North Andover  Massachusetts  US,307 Windler Center,Franklin,Massachusetts,Norfolk County,25021,02038,42.13040491441256,-71.42172095332838,162926.75,528772.88,149050
463cce08-13ad-1a7f-5821-2fc02ec48442,1999-01-28,,999-56-4771,S99981537,X89314611X,Ms.,Catherine271,Sheena120,Upton904,,,,white,nonhispanic,F,Canton  Massachusetts  US,507 Wehner Rapid,Chelmsford,Massachusetts,Middlesex County,,00000,42.63492942703848,-71.35399802076577,8422.25,243422.25,10403
341494e5-ccb9-83d8-9459-250ebad24676,1965-06-29,,999-32-8407,S99948937,X48211053X,Mr.,Al123,Cristobal567,Dare640,,,M,asian,nonhispanic,M,Haiphong  Kiến An  VN,515 VonRueden Alley Suite 87,Weymouth,Massachusetts,Norfolk County,25021,02190,42.17946172153345,-70.98801127430238,137524.11,60476.76,46226
2126ac9a-db5f-d18f-ab1c-2f1ba706e808,2020-12-19,,999-66-4479,,,,Jacques50,Eduardo902,Miller503,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,200 Reichert Dale,Littleton,Massachusetts,Middlesex County,,00000,42.55798387266336,-71.52623911221987,20636.13,2293.76,70797
24a32fb8-4075-1c81-77b9-a3c55d5a84db,1962-06-19,2010-07-25,999-91-2398,S99977142,X45420231X,Mr.,Ernesto186,Javier97,Villegas15,,,M,white,hispanic,M,Puebla  Puebla  MX,723 Goldner Dale Suite 70,Ludlow,Massachusetts,Hampden County,,00000,42.18265353722583,-72.45383238130051,252620.70,672089.69,27329
c7d8b796-d742-1ddc-fcde-c0ee7e045798,1966-12-25,2018-11-22,999-38-4455,S99992039,X26298314X,Mrs.,Lina528,Phylis163,Kunze215,,Wilkinson796,M,hawaiian,nonhispanic,F,Boston  Massachusetts  US,789 Grimes Well,Lowell,Massachusetts,Middlesex County,25017,01852,42.6270117082245,-71.33429419955515,592066.49,255530.10,78461
c7ebe0e2-0463-95cb-8416-0356229a899e,1973-10-03,,999-86-8326,S99999125,X65262168X,Mr.,Merlin721,Johnathan55,Dare640,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,1017 Bogisich Dam Unit 46,Hanover,Massachusetts,Plymouth County,,00000,42.11849223779074,-70.90197016013362,269906.55,112657.80,85338
0920c350-6930-259d-7316-c54a370276d7,1996-08-23,,999-38-5965,S99917103,X34079676X,Mrs.,Jacqui951,Linnie39,Hane680,,Larkin917,M,white,nonhispanic,F,Boston  Massachusetts  US,709 Paucek Extension,Boston,Massachusetts,Suffolk County,25025,02203,42.41428760451517,-71.11410001329688,137697.12,157369.96,131096
fbdeaff0-cd1c-29a0-e7a0-caf752fa50a9,1985-02-21,,999-91-6251,S99974321,X60983393X,Mrs.,Renea551,Manie910,Hintz995,,Moen819,M,white,nonhispanic,F,Winchendon  Massachusetts  US,436 Kemmer Glen Apt 65,Belmont,Massachusetts,Middlesex County,25017,02138,42.37172766273942,-71.14567540903757,304005.39,122530.42,95081
80a75e8b-2a3c-c5c1-ee9b-b144b33af055,1962-04-27,1998-12-26,999-29-7044,S99930672,X14655356X,Mr.,Malik994,,Ward668,,,D,white,hispanic,M,Cambridge  Massachusetts  US,690 Kassulke Flat Apt 8,Billerica,Massachusetts,Middlesex County,,00000,42.52796421408539,-71.26989249256478,120061.56,776407.98,159654
74944c0c-a012-c1d6-3deb-9d77f30cf1b8,1980-10-26,,999-48-3766,S99937253,X43562404X,Mr.,Richard937,Ivory697,Ward668,,,S,white,nonhispanic,M,North Westport  Massachusetts  US,900 Lowe Divide,Lakeville,Massachusetts,Plymouth County,,00000,41.873787637475516,-70.94377567782506,94505.16,60225.53,136399
0ed6a106-3320-9fb1-fa68-ca365538f928,1958-09-29,,999-79-2721,S99939413,X40632396X,Mrs.,Evangeline16,Erin498,Daniel959,,Gutmann970,M,white,nonhispanic,F,Bridgewater  Massachusetts  US,777 Klocko Course Unit 50,Whately,Massachusetts,Franklin County,,00000,42.456954283605484,-72.68817203629692,374296.14,912464.72,33456
0ba2db87-1503-ed80-2879-9be26edd402c,2004-08-29,,999-96-8196,S99970971,X13866058X,Ms.,Daisy746,Jeanmarie510,Hahn503,,,,white,nonhispanic,F,West Springfield  Massachusetts  US,251 Rolfson Lane Unit 18,Natick,Massachusetts,Middlesex County,,00000,42.32954844498732,-71.38202305582337,41819.48,41322.54,104384
2e1dd324-3bcd-6e14-f345-de9a3863f6a8,1967-05-09,1997-07-16,999-85-3999,S99966319,X83414334X,Mr.,Salvador46,Felipe97,Little434,,,M,white,nonhispanic,M,Boston  Massachusetts  US,453 Rogahn Station,Sandwich,Massachusetts,Barnstable County,25001,02563,41.71826641968387,-70.47958425887586,170437.62,0.00,79079
